video,exercise,ELBOW_ANGLE_left_min,ELBOW_ANGLE_left_max,ELBOW_ANGLE_right_min,ELBOW_ANGLE_right_max,SHOULDER_SWING_left_min,SHOULDER_SWING_left_max,SHOULDER_SWING_right_min,SHOULDER_SWING_right_max,ELBOW_FLARE_left_min,ELBOW_FLARE_left_max,ELBOW_FLARE_right_min,ELBOW_FLARE_right_max,HIP_EXTENSION_left_min,HIP_EXTENSION_left_max,HIP_EXTENSION_right_min,HIP_EXTENSION_right_max,SHIN_ANGLE_left_min,SHIN_ANGLE_left_max,SHIN_ANGLE_right_min,SHIN_ANGLE_right_max,TORSO_SWING_left_min,TORSO_SWING_left_max,TORSO_SWING_right_min,TORSO_SWING_right_max,SHOULDER_ABDUCTION_left_min,SHOULDER_ABDUCTION_left_max,SHOULDER_ABDUCTION_right_min,SHOULDER_ABDUCTION_right_max,ELBOW_BEND_left_min,ELBOW_BEND_left_max,ELBOW_BEND_right_min,ELBOW_BEND_right_max,KNEE_ANGLE_left_min,KNEE_ANGLE_left_max,KNEE_ANGLE_right_min,KNEE_ANGLE_right_max,TORSO_STABILITY_left_min,TORSO_STABILITY_left_max,TORSO_STABILITY_right_min,TORSO_STABILITY_right_max,BODY_LINE_left_min,BODY_LINE_left_max,BODY_LINE_right_min,BODY_LINE_right_max,HIP_HIKE_left_min,HIP_HIKE_left_max,HIP_HIKE_right_min,HIP_HIKE_right_max,BODY_SWING_left_min,BODY_SWING_left_max,BODY_SWING_right_min,BODY_SWING_right_max,TORSO_LEAN_left_min,TORSO_LEAN_left_max,TORSO_LEAN_right_min,TORSO_LEAN_right_max,TORSO_ARCH_left_min,TORSO_ARCH_left_max,TORSO_ARCH_right_min,TORSO_ARCH_right_max,BACK_ANGLE_VERTICAL_left_min,BACK_ANGLE_VERTICAL_left_max,BACK_ANGLE_VERTICAL_right_min,BACK_ANGLE_VERTICAL_right_max,BACK_ANGLE_HORIZONTAL_left_min,BACK_ANGLE_HORIZONTAL_left_max,BACK_ANGLE_HORIZONTAL_right_min,BACK_ANGLE_HORIZONTAL_right_max,ELBOW_PIN_left_min,ELBOW_PIN_left_max,ELBOW_PIN_right_min,ELBOW_PIN_right_max
barbell biceps curl_7.mp4,barbell biceps curl,11.902831447442008,179.62526714726678,4.7606515615464495,179.43690536634986,164.35070068250934,176.21970852683341,138.6560515391362,175.1688394619709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
barbell biceps curl_8.mp4,barbell biceps curl,0.5018747777788221,175.1351702469787,17.44600394743872,178.01727002359513,168.64301886643614,178.06772399393085,161.81169237517275,174.5931819167938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
barbell biceps curl_9.mp4,barbell biceps curl,2.139327003630228,166.17560376755705,154.7654740722087,164.89878524977956,155.95593382734742,178.8297751586908,175.8582204611881,179.70402222260708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bench press_1.mp4,bench press,132.4567746477959,159.1062006436852,10.632941585560953,170.99031884381938,,,,,44.04000596920563,124.98337042683956,65.36611100159178,179.01977983899178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bench press_10.mp4,bench press,1.2520359303769515,179.29649112846863,62.15184448165818,169.71638351053426,,,,,4.618495243774349,104.48139344308632,22.945408541001356,74.29754912687571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bench press_11.mp4,bench press,1.5484818318239288,179.1798714545522,53.45495657985667,160.1707811745102,,,,,30.47611048682897,99.4179379214043,11.633349377343682,76.61548183098016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bench press_12.mp4,bench press,11.35335646166752,176.99033019375923,,,,,,,0.6642065142328245,138.26091632191256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bench press_13.mp4,bench press,87.24553646720399,179.55608238442733,4.08103142329588,178.96161681390709,,,,,165.82722923406632,176.2409543627267,146.55468201618586,171.3689502008347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bench press_14.mp4,bench press,86.29195451136466,126.50568987507084,12.742172105760526,147.63829878892705,,,,,,,13.583312124479724,22.661670804226063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bench press_15.mp4,bench press,114.81878972510556,168.59082212257502,130.79727574461307,164.19527597593546,,,,,5.804821353335788,73.6088166435899,29.060540842455282,61.77893387211407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bench press_16.mp4,bench press,2.7580361776399505,178.38602651226427,112.66614225500058,178.25013517401683,,,,,12.088469367104373,168.80559628619412,11.16478448909763,102.9124672690436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bench press_17.mp4,bench press,89.5343188620995,160.01646331797298,101.4841631626227,149.23850560862968,,,,,32.196244489790374,64.59051018238794,25.817294871400602,61.24241287507736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bench press_18.mp4,bench press,135.09843314141708,179.50337975732748,144.27983652273514,179.38039547275613,,,,,11.212211367902182,53.57694265591329,16.210570677076863,65.11911356725241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bench press_19.mp4,bench press,,,20.33273121226169,179.60031293512816,,,,,,,0.7214391333077417,130.88603250011738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bench press_2.mp4,bench press,36.001623849668825,168.20517483938286,18.174906054507066,170.23829219502704,,,,,17.361329581340943,176.0078401956474,10.476909148788678,178.1807590401986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bench press_20.mp4,bench press,165.9126820471818,178.99198528441315,3.6213857942510024,178.86513105395085,,,,,19.86891323640987,42.19281326703687,1.7026810233369463,124.67538248202649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bench press_21.mp4,bench press,154.3505534935833,174.40298739728854,160.32719497315986,168.25178649528607,,,,,0.682118605050269,37.852330879591825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bench press_22.mp4,bench press,39.68755609449995,163.96309381264277,93.76306084156437,178.99880513910114,,,,,0.785077131039907,55.45065700427697,24.851947646532214,85.59068617433776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bench press_23.mp4,bench press,49.163110453915145,158.42216781748073,122.44089531160762,179.23971686337032,,,,,0.9565864387045879,133.32797771262267,31.835875028656222,101.445210706717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bench press_24.mp4,bench press,55.60715414921716,174.42261824390198,35.10457694711899,179.66087051125666,,,,,65.7977096582958,179.6117978998412,85.96792218274932,179.51935766676942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bench press_25.mp4,bench press,73.30176524631095,173.95942063382086,20.538103687081314,176.3032211958183,,,,,37.44636263061016,174.08368930641774,38.741124737243005,165.15993322849678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bench press_26.mp4,bench press,,,159.3169393934799,175.66768681611433,,,,,,,1.9368157378362234,134.02823920561065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bench press_27.mp4,bench press,,,55.22348981150242,97.39265428009357,,,,,2.4330708985057337,23.395989501665447,3.1375728392424924,98.89316907393132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bench press_28.mp4,bench press,149.85405259675764,172.77682011237835,1.6910812005392981,179.52290366121107,,,,,79.16415137434849,93.07518221842693,1.831077465096269,134.2822278350072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bench press_29.mp4,bench press,29.912333794634073,173.19496549860338,3.4134280474305383,172.14087623176303,,,,,68.9251631211728,179.18260239379165,2.505934103577075,176.56488241579513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bench press_3.mp4,bench press,86.12860644777759,178.16248500352032,15.729535238661295,179.2163071579221,,,,,1.53368670756071,173.6323715188132,58.43371248396183,169.13488858702726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bench press_30.mp4,bench press,45.35211251998816,167.71158784742124,55.44432910953153,164.45869094234936,,,,,36.654063747413225,156.5831604875708,45.00080603224012,159.97713974507735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bench press_31.mp4,bench press,30.420689662432824,174.9434845071008,80.89457509794197,156.25383232721381,,,,,70.73726702909774,177.6156322175369,32.382766681558664,111.41086124584186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bench press_32.mp4,bench press,75.70963181300503,170.76621983232891,165.84695402349374,169.06823942095227,,,,,0.8798388700077325,73.39827013616411,69.47991417753597,73.59529043797674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bench press_33.mp4,bench press,19.173751292831305,172.55408952678243,,,,,,,59.657963750359464,178.2434062950183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bench press_34.mp4,bench press,22.928828230396128,177.41585613037594,69.95630916985007,158.22182856237526,,,,,64.02934077121716,179.1234863315319,27.461049789261356,110.51302117819394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bench press_35.mp4,bench press,43.84082879213515,167.19641646245267,44.08668158599045,169.72577448434302,,,,,33.965085678695736,162.91225772289116,40.77390096077334,162.14127161701367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bench press_36.mp4,bench press,21.19943729638628,169.94471623582268,78.93520943191473,156.538870770971,,,,,61.50104406447054,179.2257204243052,34.92124131099691,111.30398163127501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bench press_37.mp4,bench press,67.77619107574013,173.09938152089882,,,,,,,0.37514383984644983,76.63873597468384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bench press_38.mp4,bench press,26.860595854860843,171.14758612726456,60.81096548429304,147.32674104435873,,,,,65.15185831264927,178.34765916638437,21.448844995169022,106.16220382700935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bench press_39.mp4,bench press,3.3269904017256864,179.42551424793444,6.310094129323355,179.41008445132545,,,,,1.4960817766481218,179.66101652287995,1.3082725822071384,145.39257959495018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bench press_4.mp4,bench press,114.35581739069796,179.44606936506457,88.43239581335001,179.467569489207,,,,,74.36134278856865,165.9064748072453,0.5433768055200648,167.78590900438766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bench press_40.mp4,bench press,1.3227489497086558,177.85461033406142,3.2729419839448903,171.74457996574986,,,,,1.0126354139068912,170.4316380364564,7.381255576259543,168.6127282004659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bench press_41.mp4,bench press,23.364543360361484,176.48703192217738,90.75853609174038,174.73523753035764,,,,,0.9917280088558775,126.15273647907152,8.67059867925919,92.9715570087138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bench press_42.mp4,bench press,15.985986340999455,179.32773857115984,29.63245817452577,179.2769512733181,,,,,4.988614084403693,177.4668757047543,34.92925311794355,178.03577477818752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bench press_43.mp4,bench press,101.56775617703174,120.08716849665322,113.7234105687568,173.68171642564513,,,,,1.585418660056713,168.78603021938105,15.124685886836927,22.00680599642842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bench press_44.mp4,bench press,126.11517752988013,162.43571728294526,67.4477840193912,178.77074497646723,,,,,45.46201066075805,71.51106134830519,13.993498102141205,96.65458211252098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bench press_45.mp4,bench press,93.88904561731982,178.42665112435276,140.94690827825326,179.65379026528174,,,,,0.48096200050725074,127.25974785390231,10.04313319971737,120.59073147456526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bench press_46.mp4,bench press,43.750869702891116,178.12693505743687,11.830052640969528,178.703901342822,,,,,20.11556589911984,72.57598309461754,1.2991036018336775,176.68002820562108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bench press_47.mp4,bench press,66.86322399369963,178.22852220456153,35.72764705687592,175.81862801725245,,,,,15.457682046616636,34.27362153892887,27.37159918954209,68.56397154374285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bench press_48.mp4,bench press,11.436054307169726,179.2216924400674,30.746121363543182,169.3032087895553,,,,,1.193127739047596,178.85190508567482,25.081452002664882,178.0271703191142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bench press_49.mp4,bench press,,,171.07252322997505,173.5657004226165,,,,,,,112.40367194843427,113.59898057148553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bench press_5.mp4,bench press,149.33441191989883,155.91002263757724,147.71406000599433,160.18102482074224,,,,,53.45199414048256,57.98042067000836,44.33137362766313,52.89485983901776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bench press_50.mp4,bench press,105.720937986911,176.53026545065228,51.23176362746953,176.07732781392875,,,,,103.33782591001687,136.42616891706163,18.170750103136893,168.184180931325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bench press_51.mp4,bench press,15.655029310775799,177.33560763451638,,,,,,,1.1022111855839491,166.7541883308845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bench press_52.mp4,bench press,1.4015754553820896,176.13349425789428,27.99938508697348,169.86929261569256,,,,,2.7902405172765437,132.1644922695987,13.714933325748868,126.80209552407536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bench press_53.mp4,bench press,1.6958589623903448,173.5446609589946,24.113700766203785,178.96839713936416,,,,,92.4210432936184,176.4881511398877,74.61459742945927,177.28456738070534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bench press_54.mp4,bench press,134.28194225598745,175.76570491140572,54.344000661360866,179.24799372311773,,,,,109.14055024226742,154.20165823164592,0.9367724447669434,145.80396986231943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bench press_55.mp4,bench press,12.855370380206704,166.78567115339388,,,,,,,9.69804825581988,60.14736209790429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bench press_56.mp4,bench press,56.357077663160986,178.84330144478884,110.15499905022992,179.16367495485386,,,,,3.9720333767009146,176.19666254738235,0.4079171243585059,172.34866345336206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bench press_57.mp4,bench press,46.09736445543985,122.00138712803286,108.70737537539756,179.58489586700043,,,,,0.5614129293475931,34.25863878054315,3.3422702780608833,109.74098260925724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bench press_58.mp4,bench press,69.6114027856529,178.26085493423932,57.37538771685383,177.7571523497979,,,,,5.3889163325998926,175.20176859685898,40.854564735609195,125.02372285925333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bench press_59.mp4,bench press,101.1224017164382,134.95265094217424,1.734206093961997,179.27315718851136,,,,,47.08775421621319,82.93877468046632,15.520049066371527,142.8036233085759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bench press_6.mp4,bench press,100.58148800652883,160.5900040164312,57.77761859031108,157.6143073635506,,,,,102.85953103979674,179.11458956617074,64.93177022257467,167.51837762373538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bench press_60.mp4,bench press,46.21115097380598,179.4982814513219,108.56801086225447,173.84605856223916,,,,,2.1740236025467907,178.65750052990003,55.076000302281365,178.09129162009927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bench press_61.mp4,bench press,2.674660576744852,179.41603473810363,,,,,,,2.619946706437918,171.62618044027843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bench press_7.mp4,bench press,23.51472895564637,144.94792626175354,3.715507060821141,147.0058925662825,,,,,91.33206180248632,137.81457720066228,72.3111348737915,138.9859758054287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bench press_8.mp4,bench press,46.008583957505294,174.73109994780143,165.1162566782026,173.32529025679776,,,,,6.443368446705854,80.7525850459663,73.67418004075421,80.97856022450726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bench press_9.mp4,bench press,135.59081291971907,144.59448684252501,,,,,,,5.502565923342718,130.94044917639653,82.04633790410753,175.16764201202392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chest fly machine_1.mp4,chest fly machine,0.894263468151641,134.52793245325057,12.987573266144638,125.45674612559498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chest fly machine_10.mp4,chest fly machine,2.7784979022879335,179.17641232097284,0.8553933686507765,175.152405305434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chest fly machine_11.mp4,chest fly machine,1.2468449887286697,177.18027101277508,1.3756640427126112,172.3463687610122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chest fly machine_12.mp4,chest fly machine,1.1417558508237373,177.20673819405556,0.9418108476426507,175.2159011472066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chest fly machine_13.mp4,chest fly machine,1.8216484335138226,178.22627834236832,1.4385128332305728,178.3881117279513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chest fly machine_14.mp4,chest fly machine,1.7852556108108322,176.00818577128504,97.85845068710353,142.46055396696482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chest fly machine_15.mp4,chest fly machine,14.179577368988017,179.37515264306387,25.664816759964044,170.76381900861762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chest fly machine_16.mp4,chest fly machine,16.816852466084057,150.26577541343713,2.170797041817124,146.43801974469005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chest fly machine_17.mp4,chest fly machine,18.057256706319524,158.41308921899017,14.402220718121828,171.35692910247246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chest fly machine_18.mp4,chest fly machine,18.61335299883733,145.07373184082545,7.456040008956105,173.52545684059254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chest fly machine_19.mp4,chest fly machine,4.412444591378091,176.90381130707243,3.4305780896739972,179.15910462640497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chest fly machine_2.mp4,chest fly machine,80.79726441728971,161.9986007707712,2.619578845377025,155.5804160183198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chest fly machine_20.mp4,chest fly machine,6.960902418861382,156.94861539292535,4.238506539588455,156.88562646700706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chest fly machine_21.mp4,chest fly machine,104.62881043135825,170.29261978811147,47.13867083295289,167.92484685250312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chest fly machine_22.mp4,chest fly machine,1.4756581362302161,174.11875414220378,5.519564612090607,127.39354205831677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chest fly machine_23.mp4,chest fly machine,3.1221973496061133,176.9349833548263,3.3258364674028256,175.82533655518893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chest fly machine_24.mp4,chest fly machine,1.5359381179005644,168.85776092951338,20.63440177404399,169.78089903093095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chest fly machine_25.mp4,chest fly machine,2.909743407381372,178.7919249089743,14.261347208277423,167.22057727617215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chest fly machine_26.mp4,chest fly machine,10.566466135677752,179.5656318116929,28.220113032040985,170.24372987600373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chest fly machine_27.mp4,chest fly machine,4.166838888142917,177.8022879536626,10.903191003693957,173.97789702946721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chest fly machine_28.mp4,chest fly machine,11.756422115619959,179.3993119020867,81.40444719330411,176.18547307623277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chest fly machine_3.mp4,chest fly machine,29.492440593382298,160.3916775685949,19.91495214831247,153.78973459347992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chest fly machine_4.mp4,chest fly machine,2.686187894125969,171.6850273412386,82.26239348275095,144.8154975939829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chest fly machine_5.mp4,chest fly machine,79.00571254772781,168.8562874337621,69.46904403516318,170.46259062029216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chest fly machine_6.mp4,chest fly machine,2.624184297958712,173.83239468657604,1.5877945178016242,163.4055351203307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chest fly machine_7.mp4,chest fly machine,3.5601573740877965,178.44296581207303,7.6183005981293475,158.8317696420948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chest fly machine_8.mp4,chest fly machine,21.331484064798953,179.29396298018665,11.786874366827936,178.9093997495958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chest fly machine_9.mp4,chest fly machine,0.8406149051784156,177.50790216666886,3.088587713510456,178.5935745117306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deadlift_1.mp4,deadlift,,,,,,,,,,,,,139.7283846459733,174.0236709424641,140.7425496474124,174.8527613838281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deadlift_10.mp4,deadlift,,,,,,,,,,,,,165.17232411674615,178.19645033496653,131.37094791676208,177.5362807270753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deadlift_11.mp4,deadlift,,,,,,,,,,,,,109.84249922291278,160.6233542421615,68.68848412318653,162.59858981240973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deadlift_12.mp4,deadlift,,,,,,,,,,,,,52.83818374055749,168.86418140615964,2.5390241992629567,179.55285030265105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deadlift_13.mp4,deadlift,,,,,,,,,,,,,143.0773132762891,179.36099498382006,129.44472815828402,178.4136390385188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
